artist,name,country,gender,genere,year
ba03daa8-0a45-4432-881f-4de8e0e05305,Natalie Merchant,US,Female,,1963
a9100753-f539-43cf-bcc9-579566fb512e,Simply Red,GB,,,1985
0d8b0d50-e4cf-4da4-965d-f24c58ec3268,Boston,US,,US rock band,1975
afe5e238-d248-4da4-87b7-e70dfab787f6,The Automatic,GB,,,2002
13df2a46-f72f-40e7-aa63-26fcf62c7048,Ministry,US,,,1981
8a0c3b86-af55-42d2-85b9-6372e7430986,Madsen,,,,2004
c1d4f2ba-cf39-460c-9528-6b827d3417a1,Yes,GB,,British progressive rock band,1968
82dc508a-dbda-4954-aedc-28895edfa42e,2 Many DJ’s,BE,,,1995
57f89cad-d2ef-48df-9119-8287b106716a,Glen Hansard,IE,Male,,1970
1d11e2a1-4531-4d61-a8c7-7b5c6a608fd2,Ice Cube,,Male,,1969
444f2191-8841-440e-bbc1-6fd564893946,Justice,GB,Male,drum & bass producer Anthony Bowes,1972
650e7db6-b795-4eb5-a702-5ea2fc46c848,Lady Gaga,US,Female,American pop singer,1986
bc68928b-fbb5-4aac-baae-52ba49202372,The Weakerthans,CA,,,1996
44f49e8d-125c-47d4-bab1-37a8a46c5eb9,Kotiteollisuus,FI,,,1991
8c90ad8c-9150-4c51-a1eb-342232e99d06,The Band,CA,,,1967
e8374874-4178-4869-b92e-fef6bf30dc04,Dropkick Murphys,US,,,1996
5ffb1041-7236-45d4-8523-60faf95946c6,Leevi and the Leavings,FI,,,1980
ad92dd9c-56ef-4443-b2c0-ff2f7d9cca49,The Sounds,SE,,Swedish indie rock group,1999
f9c1cc73-36ba-4f8d-ba12-7d2490608886,Justice,AU,,Australian metal,
601f8530-9009-4f73-94fb-a355b4497b70,Julieta Venegas,MX,Female,,1970
cf0f4547-ffbd-4011-98ad-0bec9ba022db,Kings of Convenience,NO,,,1999
3abc3eb1-7318-41d2-a52b-cbe14a14d8a0,Gustavo Santaolalla,AR,Male,,1951
3648db01-b29d-4ab9-835c-83f6a5068fe4,Godspeed You! Black Emperor,CA,,,1994
abe2669a-a612-4bf6-9193-bb4f4b8a9088,Ben Folds Five,US,,,1994
4449ccf6-c948-4d33-aa97-b6ad98ce4b5b,Metric,CA,,indie rock,1998
e5257dc5-1edd-4fca-b7e6-1158e00522c8,The Jackson 5,US,,,1966
e0e1db18-f7ba-4dee-95ff-7ae8cf545460,Kid Cudi,US,Male,,1984
7f5dde96-1573-4491-9673-f03fe7c5caaa,The American Analog Set,US,,,1995
9e0e2b01-41db-4008-bd8b-988977d6019a,The Police,GB,,,1977
d41a6875-b626-4c0f-89a1-aecb643d29ff,The Pogues,GB,,,1982
fd1a2d9d-9bb6-44de-83a3-41560658aba9,Bill Withers,US,Male,,1938
479497d4-e7c2-4e78-972e-56e78fac3995,Chris Isaak,US,Male,,1956
3e30aebd-0557-4cfd-8fb9-3945afa5d72b,Annie Lennox,GB,Female,,1954
763e1b10-0e76-4e4e-8ea6-b883171c7829,Final Fantasy,,,trance artist Ralph Fritsch & Detlef Hastik,
b972f589-fb0e-474e-b64a-803b0364fa75,Wolfgang Amadeus Mozart,AT,Male,classical composer,1756
d3fa206b-a8ff-4b53-a0e2-83aa19a40c66,Apulanta,FI,,,1991
f27ec8db-af05-4f36-916e-3d57f91ecf5e,Michael Jackson,,,,
774666d2-2064-4d6c-856c-f8cda0aaf9f0,The Moody Blues,GB,,,1964
bf0f7e29-dfe1-416c-b5c6-f9ebc19ea810,Bee Gees,GB,,,1958
61604b45-8a91-4e33-a1b6-45d7b1fec4e5,Destroyer,CA,,Canadian indie rock band,1995
ef6a8aab-9dfe-46ac-a225-67df4601ad69,Vive la Fête,BE,,,1997
b755836a-0cb6-4577-a678-55a5a6402d70,Chiodos,,,,2002
b9472588-93f3-4922-a1a2-74082cdf9ce8,Panic! at the Disco,US,,,2004
8846e4ff-0c19-4af2-872b-7a8dc7497f68,The Cult,GB,,,1983
05851234-4e8f-4cc8-b682-a55c23277d9c,Taproot,US,,,1997
76c9a186-75bd-436a-85c0-823e3efddb7f,Janis Joplin,US,Female,,1943
ac2d1c91-3667-46aa-9fe7-170ca7fce9e2,Godsmack,US,,,1996
f1b1cf71-bd35-4e99-8624-24a6e15f133a,Deep Dish,US,,,1992
854a1807-025b-42a8-ba8c-2a39717f1d25,Breaking Benjamin,US,,,1998
d4ad0149-d8ae-4105-8009-0221fce9ff35,Minutemen,US,,early 80s US hardcore punk band,1980
1582a5b8-538e-45e7-9ae4-4099439a0e79,Ben Harper,,Male,singer, weissenborn guitar player, The Innocent Criminals,1969
3d970489-518b-4c05-9dee-26e182823649,Diablo,US,Male,Baltimore hip hop,
e0ededb4-6085-4f68-90f7-89bc560930a3,Darkest Hour,US,,,1995
429f9fbf-0a0b-4a9e-a88c-94d48aa466ed,Glassjaw,,,,1994
3bcff06f-675a-451f-9075-99e8657047e8,Four Tet,GB,Male,,1978
b071f9fa-14b0-4217-8e97-eb41da73f598,The Rolling Stones,GB,,,1962
ac53c83c-c969-477f-9564-769e1ed80519,Josh Ritter,US,Male,,1976
68ec1b08-3c2e-40b3-b0af-8f323743fdff,Soulwax,BE,,,1995
7746d775-9550-4360-b8d5-c37bd448ce01,“Weird Al” Yankovic,US,Male,,1959
18e9bfd5-db23-4bc1-be0f-5710e5d656e4,Exodus,US,,American thrash metal band,1982
db4624cf-0e44-481e-a9dc-2142b833ec2f,Robbie Williams,GB,Male,,1974
96fafb0a-2f1d-4b15-b2a0-9e0e660e7ecf,Blue October,GB,,UK synth-pop band,1995
b1e23ada-a7eb-42d7-91ec-67a43bead43a,Hypocrisy,SE,,,1990
eb3f70ce-f226-428f-8d7f-046c8dbfd98f,Junkie XL,NL,Male,,1967
bfaf9b70-d1fd-4d3e-b730-3e67e6f8f9bb,Hilary Duff,US,Female,,1987
49c4378b-3c36-4c5a-8999-8d936e74f39b,The Divine Comedy,GB,,,1991
46d18823-6a15-49ee-8376-c5f7a49530a6,Hard‐Fi,GB,,,2002
fa3b825f-7c85-4377-b393-d28a2016e293,Mägo de Oz,ES,,,1989
c5f9e699-7b0d-4030-86dd-7acc8250d147,Mayhem,NO,,Norwegian black metal band,1983
5403bf6e-bc1d-4e62-b31f-926a2bf66a14,Boney M.,DE,,,1975
6cbe1e63-5895-4168-ac7e-f0d2836ba0c1,Guster,US,,,1991
113e0972-077f-423b-9b5f-3cc8a5bafa0f,Pink Martini,US,,,1994
40842674-a794-4580-a0f5-e43d5b600729,Evergrey,SE,,,1995
5aeb21a3-4606-4a0d-8369-50c768d1e99a,Stars,CA,,Canadian indie pop band,2000
8538e728-ca0b-4321-b7e5-cff6565dd4c0,Depeche Mode,GB,,,1980
164f0d73-1234-4e2c-8743-d77bf2191051,Kanye West,,Male,,1977
9f94e88e-cb13-48b2-8c3d-6ff1181aca80,Evergreen Terrace,US,,,1999
e6358374-5eea-4205-be22-382ed6df493c,Noir Désir,FR,,,1980
8c5755b4-2de6-4158-bca9-e354cbf07437,Delta Goodrem,AU,Female,,1984
f3bf61f8-97d4-4e52-a73d-2ddbbe8196c8,DMX,US,Male,,1970
8a3e1c4f-59a8-457a-826c-fe961419a8ae,The Last Shadow Puppets,GB,,,2007
3697647f-1839-479e-98a1-9ad39004d923,The Rapture,US,,NYC band, since 1998,1998
4d5447d7-c61c-4120-ba1b-d7f471d385b9,John Lennon,GB,Male,Beatle,1940
a466c2a2-6517-42fb-a160-1087c3bafd9f,Slipknot,US,,US metal band,1995
5fc21e44-d663-495a-b16a-7cc641af5deb,Lady Sovereign,GB,Female,,1985
2ba31cc4-df9e-4c21-9dbc-bb8fa9af424f,Astral Projection,IL,,,1993
67f66c07-6e61-4026-ade5-7e782fad3a5d,Foo Fighters,US,,,1994
d8354b38-e942-4c89-ba93-29323432abc3,Thirty Seconds to Mars,US,,,1998
c0a1179b-b14a-4d68-a3c1-1fdab16ed602,Common,US,Male,US rapper,1972
9efff43b-3b29-4082-824e-bc82f646f93d,The Doors,US,,,1965
2aaf7396-6ab8-40f3-9776-a41c42c8e26b,LCD Soundsystem,US,,,2001
b5179744-f217-4455-9d8b-17b8d4fdeb93,Buckethead,US,Male,,1969
6f607087-9c46-4bb2-a884-e4efc764554c,The Streets,GB,Male,Mike Skinner,1980
f0e820ab-f31a-400d-9c5e-8be1c8c38726,The Red Jumpsuit Apparatus,US,,,2004
f3430779-bbec-437b-944d-1fbf45d2e786,Coal Chamber,US,,,1995
b929c0c9-5de0-4d87-8eb9-365ad1725629,Little Brother,US,,,2003
0741b30d-e15b-4a8c-b2e5-8834a03d6116,Cold War Kids,US,,,2004
83e59f23-3b0b-4304-834d-5bcafd5df6d2,Scooter,DE,,German dance band,1993
4c01333f-e8e8-43bd-9923-8de83ef6f63d,Down,US,,US metal supergroup,1991
b88ca659-0393-4a62-abd8-f290e6c7a7e2,Carter Burwell,US,Male,,1955
4a00ec9d-c635-463a-8cd4-eb61725f0c60,deadmau5,CA,Male,,1981
8f2422ab-0ec6-4c92-80c4-afe9622fab32,Stan Getz,US,Male,,1927
23228f18-01d5-493e-94ce-cfcde82a8db2,The Jam,GB,,,1976
04591295-6d94-45cb-b6c7-1ae17c6f380e,Lifehouse,US,,,1996
16e1fb95-6d1c-45a3-aad8-d3bcd7e06aac,Hilltop Hoods,,,,1991
0f3515b0-75c9-46c9-b26c-4cd05d26eae7,Neil Young & Crazy Horse,US,,,1969
d4a1404d-e00c-4bac-b3ba-e3557f6468d6,Ace of Base,SE,,,1990
b3b5ceef-0d3e-4191-a621-5e97d6ed3d97,The Teenagers,,,50's swing band, backed up Frankie Lymon,
20e264d7-b4d5-4e49-8931-a9c67ff07f04,The Subways,GB,,,2003
b45335d1-5219-4262-a44d-936aa36eeaed,Ladytron,GB,,,1999
337e30b6-3dbe-44f2-a3fd-84a80abdb5a1,Blutengel,DE,,,1998
680ba421-a0ec-4e68-96c2-5f092a11fe5b,Johnossi,SE,,,2003
e162b2eb-6a42-4240-8c1b-c94d9a0acb73,CocoRosie,US,,,2003
e31baede-2d5c-401d-aae6-4e7b8e4b2011,Disco Ensemble,FI,,,1996
fb5ee67e-e31a-40cf-8b06-5f1a0f53529a,Skream,GB,Male,UK dubstep artist,1986
5c6f8874-cb53-4f4d-9168-cc2af8c7ecf9,Forever the Sickest Kids,US,,,2006
74ba575f-3420-4d62-8e48-ac473d3c4282,Klaus Badelt,DE,Male,,1967
ac70f34d-95fd-40ed-b436-f5402fb5ffb8,Just Jack,GB,Male,,
a992aada-7108-455d-9747-0b7b6a089e8d,Joaquín Sabina,ES,Male,,1949
401c3991-b76b-499d-8082-9f2df958ef78,Phil Collins,GB,Male,,1951
82b304c0-7da4-45d3-896a-0767c7ae1141,The Libertines,GB,,British indie rock band,1997
d945b088-0eb1-49e6-a232-dee95392ed35,Russian Red,ES,Female,,1985
c0eee88b-47f2-4cd2-ac48-a045e902a432,Ween,US,,,1984
32a92586-6f9f-4882-b168-97fd60a99b6d,Moby,,,,
a8754ac4-a85e-4f48-a81f-eecd482570ef,Three 6 Mafia,US,,,1991
83b9cbe7-9857-49e2-ab8e-b57b01038103,Pearl Jam,US,,,1990
2f569e60-0a1b-4fb9-95a4-3dc1525d1aad,Backstreet Boys,US,,,1993
8eae1e0a-1696-4532-9e3c-0a072217ef4c,Drive-By Truckers,US,,,1996
928303db-cf05-4b19-b11c-d3e5cec36915,MUM,AT,,Austrian duo on Klein Records,
c787a7a5-e143-4ba6-86df-fab2354dcd44,Daedelus,US,Male,US electronic musician,1977
f5aca88c-e3c1-4bc2-af33-68a9a9f7b56a,Killing Joke,GB,,,1979
4b1a830b-0a1f-42e5-b8d5-1d6743912e99,Creed,US,,Tallahassee rock band,1995
802f09ca-3f3f-4fc1-a5fc-0e8bebc15f62,Psapp,GB,,,2002
65041e06-83d2-4987-ae52-c17a915fc82a,Spiritualized,GB,,,1990
b7ec4c54-1f93-4bf2-957f-7b9921ab84ea,Sly & The Family Stone,US,,,1967
10a9ff92-9637-4498-afea-7044b2ab0dc0,Busta Rhymes,US,Male,,1972
d7134426-a937-43bf-bc54-f10ad8102ed9,The Pharcyde,US,,,1989
304cdd9d-a04e-4eb2-865c-980a553a0efd,Gomez,GB,,UK indie rock band,1996
af8fd97c-db72-4e30-b2aa-30ebd0c4f1a0,Darkthrone,NO,,,1987
67d2cb7a-9ddb-4a7f-82bf-5a2d1a038e98,Diana Krall,CA,Female,,1964
62dc94cc-f611-4345-87cb-b914796a4a45,Hooverphonic,BE,,,1995
77cceea7-91bb-4a4c-ae41-bc9c46c1ccb5,Nouvelle Vague,JP,,Japan,2002
71bd1152-5ee2-4919-80d7-d269dfd48a55,Matchbook Romance,US,,,1997
dfa715ac-b536-44df-af43-570d3ea3edec,Sugababes,GB,,,1998
c55193fb-f5d2-4839-a263-4c044fca1456,Dio,US,,band with Ronnie James Dio,1982
44cf61b8-5197-448a-b82b-cef6ee89fac5,Paramore,US,,Pop Rock band from Franklin, Tennessee, USA,2002
1339fab0-3ad8-4b8e-afac-7b7ae34509c7,Thousand Foot Krutch,CA,,,1997
2b64e811-cbcd-45f7-b29d-296444cad4f1,múm,IS,,Icelandic experimental group,1997
85226286-349a-4046-8dcf-f75b32baa6b1,Therapy?,GB,,Irish alternative metal band,1989
6d072aa8-c851-49c5-92f9-cbca05f4bed9,Orchestral Manoeuvres in the Dark,GB,,,1977
f0c8f75f-8736-4b1d-b312-9349fcff321d,Wolfmother,AU,,,2003
86e2e2ad-6d1b-44fd-9463-b6683718a1cc,Jean Michel Jarre,FR,Male,,1948
c7356af9-9ea6-4a78-a55b-c73775716312,Charlie Parker,US,Male,aka "Bird", jazz alto saxophonist,1920
09885b8e-f235-4b80-a02a-055539493173,The All‐American Rejects,US,,,2000
e024a3ca-c78e-459a-9a98-8029f49b5a5f,Mano Negra,FR,,,1987
61ed9c9c-79eb-4e8f-8015-bd599ac0ab49,Katatonia,SE,,,1991
d3b2bec4-b70e-460e-b433-a865ceac2de8,Anastacia,US,Female,USA pop singer from Chicago, IL, best known for "I'm Outta Love",1968
759b5ff1-91fe-4ec9-b9b7-75b7b2ceb283,mewithoutYou,US,,,2001
4e210d41-b3e3-4e34-8c3b-3b8cc2116562,Man Man,US,,,
cfb1c147-1046-4921-9c53-d3a226ebdb0b,Mad Caddies,US,,,1995
3f575ecd-627d-4f08-a89f-abd46d469c7e,Ride,GB,,,1988
c3da3346-2643-48a7-93cd-011f6834b3d7,Sean Paul,JM,Male,Jamaican reggae/dancehall artist, "Dutty Rock", "Stage One",1973
b1570544-93ab-4b2b-8398-131735394202,Crystal Castles,CA,,,2003
daa09819-5da5-4c7a-8bef-eb372bb27ff1,Timbaland,US,Male,,1972
ef58d4c9-0d40-42ba-bfab-9186c1483edd,DragonForce,GB,,,2001
eeb1195b-f213-4ce1-b28c-8565211f8e43,Guns N’ Roses,US,,,1985
54799c0e-eb45-4eea-996d-c4d71a63c499,Ella Fitzgerald,US,Female,,1917
ccfe7a3c-1a45-4984-a8d0-644549cefe61,Europe,SE,,Swedish melodic heavy metal band - The Final Countdown,1982
ff44857a-5f7b-45e5-b1c3-aa76f98ce6b4,Battlelore,FI,,,1999
8dacf242-9bf7-44f5-b2eb-18305b904551,Something Corporate,US,,,1998
3997d4a6-c2bd-4191-8406-eb07f0abb5d2,Saint Etienne,GB,,,1990
7bd92ac9-6b2e-4e88-812a-60499ec60a9d,I Am Kloot,GB,,,1999
c428180a-2871-4788-9815-e09f7390c6ec,Backyard Babies,SE,,,1987
3fb49f5a-fdc0-4789-9c84-22b38b3f3cb5,N*E*R*D,US,,,2001
ba550d0e-adac-4864-b88b-407cab5e76af,Paul McCartney,GB,Male,,1942
99524243-dc2e-4bf3-82c0-72395391d21f,Scott Walker,US,Male,US singer-songwriter, musician and producer,1943
ed29398b-bbf3-42a0-8eff-8631509c271d,JoJo,US,Female,US pop/R&B singer and actress Joanna Levesque,1990
a5ee1ebe-a645-45d2-8319-d101fe62e581,Biosphere,NO,Male,,1962
7717539b-33aa-45d5-b88d-9e627172db19,Tocotronic,DE,,,1993
f7df5df4-4dfa-459d-972b-1ba051c15ddc,Fever Ray,SE,Female,,1975
2f360fd9-6440-4896-9f45-8156e8b0b204,Pedro the Lion,US,,,1995
69689acf-d9cd-4d20-a972-47db4ed51b1a,Kansas,US,,,1970
5b32946a-4c08-4a75-b1b1-60700470671f,Death in Vegas,GB,,,1994
22a1f4d7-81ff-4216-ac06-3387da6bc118,Machine Head,US,,Thrash Metal band from Oakland, US,1991
4e0dffde-ad2d-45b7-9c75-d57ce55de061,Rhapsody of Fire,IT,,,1995
cc197bad-dc9c-440d-a5b5-d52ba2e14234,Coldplay,GB,,,1996
835a6d9c-fea0-4a71-ae52-9c4da946433a,Styx,US,,,1970
d43d12a1-2dc9-4257-a2fd-0a3bb1081b86,Johnny Cash,US,Male,,1932
9c306413-56b6-4ff6-982a-7e4b87d01340,Chilly Gonzales,,Male,Canadian electronic music musician Jason Charles Beck,1972
94219793-a46b-4c39-9397-e05ad633f32d,Camera Obscura,GB,,UK indie rock band from Glasgow,1996
f1548c5b-329e-4036-921c-02213a04b525,Uriah Heep,GB,,,1970
896f0194-8ab2-4278-81e0-c56a0444b569,Sarah Brightman,GB,Female,,1960
509f20b2-5df3-4aec-9bbc-002131fb3f99,Max Richter,GB,Male,,1966
b0fe8ef0-d59b-4d41-afee-2d21b59112ab,Angra,BR,,,1991
fa97dd36-1b82-43d7-a6e4-2adeafd59cef,Fleet Foxes,US,,,
3604c99d-c146-4276-aa0c-9376d333aeb8,Everclear,US,,,1992
fa34b363-79df-434f-a5b8-be4e6898543f,Ludovico Einaudi,IT,Male,,1955
1946a82a-f927-40c2-8235-38d64f50d043,The Chemical Brothers,GB,,,1989
83998f9c-846b-4294-aede-d7735531c901,Edguy,DE,,German power metal band,1992
5275425d-3cdb-4a9a-b9eb-3e246ec69881,Poison the Well,US,,,1997
8b477559-946e-4ef2-9fe1-446cff8fdd79,Natasha Bedingfield,GB,Female,,1981
24e36781-1f4a-40af-bd18-c5de61f10c66,Girl Talk,US,,US producer and mashup artist Gregg Gillis,1981
2eada8f8-056a-4093-bbc2-004909ce743b,Broken Social Scene,CA,,,1999
88679ca2-2080-4cea-8669-41ab4b8d865d,Maria Mena,NO,Female,,1986
348f3a5f-5112-4d72-b33b-11c60b4f9af2,Thomas Newman,US,Male,film composer,1955
13f972c7-7b08-4071-9d12-cca87059c4cd,Pain,US,,Ska-punk band,1994
7756e3dc-f44c-4678-a7bc-d1b31204a963,Electrelane,GB,,,1998
321531fc-db73-4ffa-a959-61a61a2908c1,Erykah Badu,US,Female,,1971
8876c0be-ccff-4d46-aa91-7f935a3b3b6b,Trapt,,,,1995
d2b83114-af3e-4397-b570-10d81f1dd650,Trans-Siberian Orchestra,US,,,1996
eb872766-98f6-453d-883f-2ae908a18315,TV on the Radio,US,,,2001
49c43c49-328d-4b14-8a1d-be99cafaec14,Seeed,DE,,German reggae/dancehall band,1998
f86f1f07-d182-45ce-ae93-ef610880ca72,Muddy Waters,US,Male,,1913
a0b8cb9e-7532-45fe-a74c-30e7c4009a39,Missy Elliott,US,Female,,1971
61b99cc4-06cd-4ad5-9bac-950b2daef9cc,Entombed,SE,,,1989
231475d8-fddb-4d7d-aad9-287e59e4b4ba,Martha Wainwright,CA,Female,,1976
3ac2a4a2-52b3-498b-bbc8-31443c68dfe0,Missy Higgins,AU,Female,,1983
a796b92e-c137-4895-9c89-10f900617a4f,Destiny’s Child,US,,,1990
2aab61bc-67f4-4722-8c6e-e1821b2e32a6,Violent Femmes,US,,,1980
7b0a63b2-b8e8-490e-b724-1d30cb5edfe3,Bonnie "Prince" Billy,US,Male,,1970
9ddce51c-2b75-4b3e-ac8c-1db09e7c89c6,Burial,GB,Male,UK dubstep,
02ceff75-7363-493e-a78d-912dc86c7460,The Black Crowes,US,,,1989
a530492f-8806-4bd7-9c14-80c237eb92fe,The Cat Empire,AU,,,1999
c622e2eb-dd68-44d7-b01e-bde489c16713,Spineshank,US,,,1996
42edf21b-2dda-4382-aa6b-49b6483bcf73,Rob Dougan,AU,Male,,1969
04af2581-6692-4f14-a7fe-151a36f20368,Cascada,DE,,,2004
39822e8d-f24e-4f07-b51b-28b22e59fbdb,Kreator,DE,,,1982
40b7efb7-1268-4a80-b354-600afdcbe9e2,Hatebreed,US,,,1995
abdad1b2-f4c6-4d13-a67a-f8e4219f83d8,Raised Fist,SE,,,1993
b5fb0f1a-2cd4-4759-9d80-648643f70c43,シートベルツ,JP,,,1998
ff6e677f-91dd-4986-a174-8db0474b1799,Jack Johnson,US,Male,singer-songwriter,1975
ad0ecd8b-805e-406e-82cb-5b00c3a3a29e,Kid Rock,US,Male,,1971
1079b087-a5b3-4a07-abbc-88043ceda334,Alesana,US,,,2004
e1d521ea-5b97-4981-987c-ba988b2a87d7,Erik Satie,FR,Male,French composer,1866
42c14c80-bd17-47e4-9bb2-a35897638c4d,The Orb,GB,,,1988
4d7928cd-7ed2-4282-8c29-c0c9f966f1bd,Alice Cooper,US,,the group,1964
e8993e9d-9313-4447-ad23-791459a3790d,Matisyahu,US,Male,,1979
ebee61b4-bbdd-4087-9bcb-d5aa099088ec,James Blunt,GB,Male,,1974
481bf5f9-2e7c-4c44-b08a-05b32bc7c00d,INXS,AU,,,1977
1fb60b6c-0f4d-42b4-8a5e-de705ec76660,Amadou & Mariam,ML,,,1980
3b39abeb-0064-4eed-9ddd-ee47a45c54cb,Ghostface Killah,US,Male,,1970
e3c8b0c8-3fa0-464b-b1f5-119cb52d3817,Stevie Ray Vaughan and Double Trouble,US,,,1978
7fbfcd25-9ce2-4ef4-9270-e971ea61fb4a,Smoke City,,,,
2944824d-4c26-476f-a981-be849081942f,Nina Simone,US,Female,,1933
f96de591-5dae-41da-855b-eb387d88d7d4,Fu Manchu,US,,,1990
435c1b0e-e85d-49bb-bb68-f3fe4f7efaa8,Emily Haines & The Soft Skeleton,,,,
58a53082-a629-4ff1-a44d-7492d6f6e8fb,The Lemonheads,US,,US alternative rock band from Boston,1984
90b18d97-718b-4a95-982d-b14019d084c0,Polarkreis 18,DE,,,2004
